chr	start	stop	arm	chr_arm	band
11	20450001	20500000	p	11p	p15.1
11	20500001	20550000	p	11p	p15.1
11	20550001	20600000	p	11p	p15.1
11	20600001	20650000	p	11p	p15.1
11	20650001	20700000	p	11p	p15.1
11	20700001	20750000	p	11p	p15.1
11	20750001	20800000	p	11p	p15.1
11	20800001	20850000	p	11p	p15.1
11	20850001	20900000	p	11p	p15.1
11	20900001	20950000	p	11p	p15.1
11	20950001	21000000	p	11p	p15.1
11	21000001	21050000	p	11p	p15.1
11	21050001	21100000	p	11p	p15.1
11	21100001	21150000	p	11p	p15.1
11	21150001	21200000	p	11p	p15.1
11	21200001	21250000	p	11p	p15.1
11	21250001	21300000	p	11p	p15.1
11	21300001	21350000	p	11p	p15.1
11	21350001	21400000	p	11p	p15.1
11	21400001	21450000	p	11p	p15.1
11	21450001	21500000	p	11p	p15.1
11	21500001	21550000	p	11p	p15.1
11	21550001	21600000	p	11p	p15.1
11	21600001	21650000	p	11p	p15.1
11	21650001	21700000	p	11p	p15.1
11	21700001	21750000	p	11p	p15.1
11	21750001	21800000	p	11p	p15.1
11	21800001	21850000	p	11p	p15.1
11	21850001	21900000	p	11p	p15.1
11	21900001	21950000	p	11p	p15.1
11	21950001	22000000	p	11p	p15.1
11	22000001	22050000	p	11p	p14.3
11	22050001	22100000	p	11p	p14.3
11	22100001	22150000	p	11p	p14.3
11	22150001	22200000	p	11p	p14.3
11	22200001	22250000	p	11p	p14.3
11	22250001	22300000	p	11p	p14.3
11	22300001	22350000	p	11p	p14.3
11	22350001	22400000	p	11p	p14.3
11	22400001	22450000	p	11p	p14.3
11	22450001	22500000	p	11p	p14.3
11	22500001	22550000	p	11p	p14.3
11	22550001	22600000	p	11p	p14.3
11	22600001	22650000	p	11p	p14.3
11	22650001	22700000	p	11p	p14.3
11	22700001	22750000	p	11p	p14.3
11	22750001	22800000	p	11p	p14.3
11	22800001	22850000	p	11p	p14.3
11	22850001	22900000	p	11p	p14.3
11	22900001	22950000	p	11p	p14.3
11	22950001	23000000	p	11p	p14.3
11	23000001	23050000	p	11p	p14.3
11	23050001	23100000	p	11p	p14.3
11	23100001	23150000	p	11p	p14.3
11	23150001	23200000	p	11p	p14.3
11	23200001	23250000	p	11p	p14.3
11	23250001	23300000	p	11p	p14.3
11	23300001	23350000	p	11p	p14.3
11	23350001	23400000	p	11p	p14.3
11	23400001	23450000	p	11p	p14.3
11	23450001	23500000	p	11p	p14.3
11	23500001	23550000	p	11p	p14.3
11	23550001	23600000	p	11p	p14.3
11	23600001	23650000	p	11p	p14.3
11	23650001	23700000	p	11p	p14.3
11	23700001	23750000	p	11p	p14.3
11	23750001	23800000	p	11p	p14.3
11	23800001	23850000	p	11p	p14.3
11	23850001	23900000	p	11p	p14.3
11	23900001	23950000	p	11p	p14.3
11	23950001	24000000	p	11p	p14.3
11	24000001	24050000	p	11p	p14.3
11	24050001	24100000	p	11p	p14.3
11	24100001	24150000	p	11p	p14.3
11	24150001	24200000	p	11p	p14.3
11	24200001	24250000	p	11p	p14.3
11	24250001	24300000	p	11p	p14.3
11	24300001	24350000	p	11p	p14.3
11	24350001	24400000	p	11p	p14.3
11	24400001	24450000	p	11p	p14.3
11	24450001	24500000	p	11p	p14.3
11	24500001	24550000	p	11p	p14.3
11	24550001	24600000	p	11p	p14.3
11	24600001	24650000	p	11p	p14.3
11	24650001	24700000	p	11p	p14.3
11	24700001	24750000	p	11p	p14.3
11	24750001	24800000	p	11p	p14.3
11	24800001	24850000	p	11p	p14.3
11	24850001	24900000	p	11p	p14.3
11	24900001	24950000	p	11p	p14.3
11	24950001	25000000	p	11p	p14.3
11	25000001	25050000	p	11p	p14.3
11	25050001	25100000	p	11p	p14.3
11	25100001	25150000	p	11p	p14.3
11	25150001	25200000	p	11p	p14.3
11	25200001	25250000	p	11p	p14.3
11	25250001	25300000	p	11p	p14.3
11	25300001	25350000	p	11p	p14.3
11	25350001	25400000	p	11p	p14.3
11	25400001	25450000	p	11p	p14.3
11	25450001	25500000	p	11p	p14.3
11	25500001	25550000	p	11p	p14.3
11	25550001	25600000	p	11p	p14.3
11	25600001	25650000	p	11p	p14.3
11	25650001	25700000	p	11p	p14.3
11	25700001	25750000	p	11p	p14.3
11	25750001	25800000	p	11p	p14.3
11	25800001	25850000	p	11p	p14.3
11	25850001	25900000	p	11p	p14.3
11	25900001	25950000	p	11p	p14.3
11	25950001	26000000	p	11p	p14.3
11	26000001	26050000	p	11p	p14.3
11	26050001	26100000	p	11p	p14.3
11	26100001	26150000	p	11p	p14.3
11	26150001	26200000	p	11p	p14.3
11	26200001	26250000	p	11p	p14.2
11	26250001	26300000	p	11p	p14.2
11	26300001	26350000	p	11p	p14.2
11	26350001	26400000	p	11p	p14.2
11	26400001	26450000	p	11p	p14.2
11	26450001	26500000	p	11p	p14.2
11	26500001	26550000	p	11p	p14.2
11	26550001	26600000	p	11p	p14.2
11	26600001	26650000	p	11p	p14.2
11	26650001	26700000	p	11p	p14.2
11	26700001	26750000	p	11p	p14.2
11	26750001	26800000	p	11p	p14.2
11	26800001	26850000	p	11p	p14.2
11	26850001	26900000	p	11p	p14.2
11	26900001	26950000	p	11p	p14.2
11	26950001	27000000	p	11p	p14.2
11	27000001	27050000	p	11p	p14.2
11	27050001	27100000	p	11p	p14.2
11	27100001	27150000	p	11p	p14.2
11	27150001	27200000	p	11p	p14.2
11	27200001	27250000	p	11p	p14.1
11	27250001	27300000	p	11p	p14.1
11	27300001	27350000	p	11p	p14.1
11	27350001	27400000	p	11p	p14.1
11	27400001	27450000	p	11p	p14.1
11	27450001	27500000	p	11p	p14.1
11	27500001	27550000	p	11p	p14.1
11	27550001	27600000	p	11p	p14.1
11	27600001	27650000	p	11p	p14.1
11	27650001	27700000	p	11p	p14.1
11	27700001	27750000	p	11p	p14.1
11	27750001	27800000	p	11p	p14.1
11	27800001	27850000	p	11p	p14.1
11	27850001	27900000	p	11p	p14.1
11	27900001	27950000	p	11p	p14.1
11	27950001	28000000	p	11p	p14.1
11	28000001	28050000	p	11p	p14.1
11	28050001	28100000	p	11p	p14.1
11	28100001	28150000	p	11p	p14.1
11	28150001	28200000	p	11p	p14.1
11	28200001	28250000	p	11p	p14.1
11	28250001	28300000	p	11p	p14.1
11	28300001	28350000	p	11p	p14.1
11	28350001	28400000	p	11p	p14.1
11	28400001	28450000	p	11p	p14.1
11	28450001	28500000	p	11p	p14.1
11	28500001	28550000	p	11p	p14.1
11	28550001	28600000	p	11p	p14.1
11	28600001	28650000	p	11p	p14.1
11	28650001	28700000	p	11p	p14.1
11	28700001	28750000	p	11p	p14.1
11	28750001	28800000	p	11p	p14.1
11	28800001	28850000	p	11p	p14.1
11	28850001	28900000	p	11p	p14.1
11	28900001	28950000	p	11p	p14.1
11	28950001	29000000	p	11p	p14.1
11	29000001	29050000	p	11p	p14.1
11	29050001	29100000	p	11p	p14.1
11	29100001	29150000	p	11p	p14.1
11	29150001	29200000	p	11p	p14.1
11	29200001	29250000	p	11p	p14.1
11	29250001	29300000	p	11p	p14.1
11	29300001	29350000	p	11p	p14.1
11	29350001	29400000	p	11p	p14.1
11	29400001	29450000	p	11p	p14.1
11	29450001	29500000	p	11p	p14.1
11	29500001	29550000	p	11p	p14.1
11	29550001	29600000	p	11p	p14.1
11	29600001	29650000	p	11p	p14.1
11	29650001	29700000	p	11p	p14.1
11	29700001	29750000	p	11p	p14.1
11	29750001	29800000	p	11p	p14.1
11	29800001	29850000	p	11p	p14.1
11	29850001	29900000	p	11p	p14.1
11	29900001	29950000	p	11p	p14.1
11	29950001	30000000	p	11p	p14.1
11	30000001	30050000	p	11p	p14.1
11	30050001	30100000	p	11p	p14.1
11	30100001	30150000	p	11p	p14.1
11	30150001	30200000	p	11p	p14.1
11	30200001	30250000	p	11p	p14.1
11	30250001	30300000	p	11p	p14.1
11	30300001	30350000	p	11p	p14.1
11	30350001	30400000	p	11p	p14.1
11	30400001	30450000	p	11p	p14.1
11	30450001	30500000	p	11p	p14.1
11	30500001	30550000	p	11p	p14.1
11	30550001	30600000	p	11p	p14.1
11	30600001	30650000	p	11p	p14.1
11	30650001	30700000	p	11p	p14.1
11	30700001	30750000	p	11p	p14.1
11	30750001	30800000	p	11p	p14.1
11	30800001	30850000	p	11p	p14.1
11	30850001	30900000	p	11p	p14.1
11	30900001	30950000	p	11p	p14.1
11	30950001	31000000	p	11p	p14.1
11	31000001	31050000	p	11p	p13
11	31050001	31100000	p	11p	p13
11	31100001	31150000	p	11p	p13
11	31150001	31200000	p	11p	p13
11	31200001	31250000	p	11p	p13
11	31250001	31300000	p	11p	p13
11	31300001	31350000	p	11p	p13
11	31350001	31400000	p	11p	p13
11	31400001	31450000	p	11p	p13
11	31450001	31500000	p	11p	p13
11	31500001	31550000	p	11p	p13
11	31550001	31600000	p	11p	p13
11	31600001	31650000	p	11p	p13
11	31650001	31700000	p	11p	p13
11	31700001	31750000	p	11p	p13
11	31750001	31800000	p	11p	p13
11	31800001	31850000	p	11p	p13
11	31850001	31900000	p	11p	p13
11	31900001	31950000	p	11p	p13
11	31950001	32000000	p	11p	p13
11	32000001	32050000	p	11p	p13
11	32050001	32100000	p	11p	p13
11	32100001	32150000	p	11p	p13
11	32150001	32200000	p	11p	p13
11	32200001	32250000	p	11p	p13
11	32250001	32300000	p	11p	p13
11	32300001	32350000	p	11p	p13
11	32350001	32400000	p	11p	p13
11	32400001	32450000	p	11p	p13
11	32450001	32500000	p	11p	p13
11	32500001	32550000	p	11p	p13
11	32550001	32600000	p	11p	p13
11	32600001	32650000	p	11p	p13
11	32650001	32700000	p	11p	p13
11	32700001	32750000	p	11p	p13
11	32750001	32800000	p	11p	p13
11	32800001	32850000	p	11p	p13
11	32850001	32900000	p	11p	p13
11	32900001	32950000	p	11p	p13
11	32950001	33000000	p	11p	p13
11	33000001	33050000	p	11p	p13
11	33050001	33100000	p	11p	p13
11	33100001	33150000	p	11p	p13
11	33150001	33200000	p	11p	p13
11	33200001	33250000	p	11p	p13
11	33250001	33300000	p	11p	p13
11	33300001	33350000	p	11p	p13
11	33350001	33400000	p	11p	p13
11	33400001	33450000	p	11p	p13
11	33450001	33500000	p	11p	p13
11	33500001	33550000	p	11p	p13
11	33550001	33600000	p	11p	p13
11	33600001	33650000	p	11p	p13
11	33650001	33700000	p	11p	p13
11	33700001	33750000	p	11p	p13
11	33750001	33800000	p	11p	p13
11	33800001	33850000	p	11p	p13
11	33850001	33900000	p	11p	p13
11	33900001	33950000	p	11p	p13
11	33950001	34000000	p	11p	p13
11	34000001	34050000	p	11p	p13
11	34050001	34100000	p	11p	p13
11	34100001	34150000	p	11p	p13
11	34150001	34200000	p	11p	p13
11	34200001	34250000	p	11p	p13
11	34250001	34300000	p	11p	p13
11	34300001	34350000	p	11p	p13
11	34350001	34400000	p	11p	p13
11	34400001	34450000	p	11p	p13
11	34450001	34500000	p	11p	p13
11	34500001	34550000	p	11p	p13
11	34550001	34600000	p	11p	p13
11	34600001	34650000	p	11p	p13
11	34650001	34700000	p	11p	p13
11	34700001	34750000	p	11p	p13
11	34750001	34800000	p	11p	p13
11	34800001	34850000	p	11p	p13
11	34850001	34900000	p	11p	p13
11	34900001	34950000	p	11p	p13
11	34950001	35000000	p	11p	p13
11	35000001	35050000	p	11p	p13
11	35050001	35100000	p	11p	p13
11	35100001	35150000	p	11p	p13
11	35150001	35200000	p	11p	p13
11	35200001	35250000	p	11p	p13
11	35250001	35300000	p	11p	p13
11	35300001	35350000	p	11p	p13
11	35350001	35400000	p	11p	p13
11	35400001	35450000	p	11p	p13
11	35450001	35500000	p	11p	p13
11	35500001	35550000	p	11p	p13
11	35550001	35600000	p	11p	p13
11	35600001	35650000	p	11p	p13
11	35650001	35700000	p	11p	p13
11	35700001	35750000	p	11p	p13
11	35750001	35800000	p	11p	p13
11	35800001	35850000	p	11p	p13
11	35850001	35900000	p	11p	p13
11	35900001	35950000	p	11p	p13
11	35950001	36000000	p	11p	p13
11	36000001	36050000	p	11p	p13
11	36050001	36100000	p	11p	p13
11	36100001	36150000	p	11p	p13
11	36150001	36200000	p	11p	p13
11	36200001	36250000	p	11p	p13
11	36250001	36300000	p	11p	p13
11	36300001	36350000	p	11p	p13
11	36350001	36400000	p	11p	p13
11	36400001	36450000	p	11p	p12
11	36450001	36500000	p	11p	p12
11	36500001	36550000	p	11p	p12
11	36550001	36600000	p	11p	p12
11	36600001	36650000	p	11p	p12
11	36650001	36700000	p	11p	p12
11	36700001	36750000	p	11p	p12
11	36750001	36800000	p	11p	p12
11	36800001	36850000	p	11p	p12
11	36850001	36900000	p	11p	p12
11	36900001	36950000	p	11p	p12
11	36950001	37000000	p	11p	p12
11	37000001	37050000	p	11p	p12
11	37050001	37100000	p	11p	p12
11	37100001	37150000	p	11p	p12
11	37150001	37200000	p	11p	p12
11	37200001	37250000	p	11p	p12
11	37250001	37300000	p	11p	p12
11	37300001	37350000	p	11p	p12
11	37350001	37400000	p	11p	p12
11	37400001	37450000	p	11p	p12
11	37450001	37500000	p	11p	p12
11	37500001	37550000	p	11p	p12
11	37550001	37600000	p	11p	p12
11	37600001	37650000	p	11p	p12
11	37650001	37700000	p	11p	p12
11	37700001	37750000	p	11p	p12
11	37750001	37800000	p	11p	p12
11	37800001	37850000	p	11p	p12
11	37850001	37900000	p	11p	p12
11	37900001	37950000	p	11p	p12
11	37950001	38000000	p	11p	p12
11	38000001	38050000	p	11p	p12
11	38050001	38100000	p	11p	p12
11	38100001	38150000	p	11p	p12
11	38150001	38200000	p	11p	p12
11	38200001	38250000	p	11p	p12
11	38250001	38300000	p	11p	p12
11	38300001	38350000	p	11p	p12
11	38350001	38400000	p	11p	p12
11	38400001	38450000	p	11p	p12
11	38450001	38500000	p	11p	p12
11	38500001	38550000	p	11p	p12
11	38550001	38600000	p	11p	p12
11	38600001	38650000	p	11p	p12
11	38650001	38700000	p	11p	p12
11	38700001	38750000	p	11p	p12
11	38750001	38800000	p	11p	p12
11	38800001	38850000	p	11p	p12
11	38850001	38900000	p	11p	p12
11	38900001	38950000	p	11p	p12
11	38950001	39000000	p	11p	p12
11	39000001	39050000	p	11p	p12
11	39050001	39100000	p	11p	p12
11	39100001	39150000	p	11p	p12
11	39150001	39200000	p	11p	p12
11	39200001	39250000	p	11p	p12
11	39250001	39300000	p	11p	p12
11	39300001	39350000	p	11p	p12
11	39350001	39400000	p	11p	p12
11	39400001	39450000	p	11p	p12
11	39450001	39500000	p	11p	p12
11	39500001	39550000	p	11p	p12
11	39550001	39600000	p	11p	p12
11	39600001	39650000	p	11p	p12
11	39650001	39700000	p	11p	p12
11	39700001	39750000	p	11p	p12
11	39750001	39800000	p	11p	p12
11	39800001	39850000	p	11p	p12
11	39850001	39900000	p	11p	p12
11	39900001	39950000	p	11p	p12
11	39950001	40000000	p	11p	p12
11	40000001	40050000	p	11p	p12
11	40050001	40100000	p	11p	p12
11	40100001	40150000	p	11p	p12
11	40150001	40200000	p	11p	p12
11	40200001	40250000	p	11p	p12
11	40250001	40300000	p	11p	p12
11	40300001	40350000	p	11p	p12
11	40350001	40400000	p	11p	p12
11	40400001	40450000	p	11p	p12
11	40450001	40500000	p	11p	p12
11	40500001	40550000	p	11p	p12
11	40550001	40600000	p	11p	p12
11	40600001	40650000	p	11p	p12
11	40650001	40700000	p	11p	p12
11	40700001	40750000	p	11p	p12
11	40750001	40800000	p	11p	p12
11	40800001	40850000	p	11p	p12
11	40850001	40900000	p	11p	p12
11	40900001	40950000	p	11p	p12
11	40950001	41000000	p	11p	p12
11	41000001	41050000	p	11p	p12
11	41050001	41100000	p	11p	p12
11	41100001	41150000	p	11p	p12
11	41150001	41200000	p	11p	p12
11	41200001	41250000	p	11p	p12
11	41250001	41300000	p	11p	p12
11	41300001	41350000	p	11p	p12
11	41350001	41400000	p	11p	p12
11	41400001	41450000	p	11p	p12
11	41450001	41500000	p	11p	p12
11	41500001	41550000	p	11p	p12
11	41550001	41600000	p	11p	p12
11	41600001	41650000	p	11p	p12
11	41650001	41700000	p	11p	p12
11	41700001	41750000	p	11p	p12
11	41750001	41800000	p	11p	p12
11	41800001	41850000	p	11p	p12
11	41850001	41900000	p	11p	p12
11	41900001	41950000	p	11p	p12
11	41950001	42000000	p	11p	p12
11	42000001	42050000	p	11p	p12
11	42050001	42100000	p	11p	p12
11	42100001	42150000	p	11p	p12
11	42150001	42200000	p	11p	p12
11	42200001	42250000	p	11p	p12
11	42250001	42300000	p	11p	p12
11	42300001	42350000	p	11p	p12
11	42350001	42400000	p	11p	p12
11	42400001	42450000	p	11p	p12
11	42450001	42500000	p	11p	p12
11	42500001	42550000	p	11p	p12
11	42550001	42600000	p	11p	p12
11	42600001	42650000	p	11p	p12
11	42650001	42700000	p	11p	p12
11	42700001	42750000	p	11p	p12
11	42750001	42800000	p	11p	p12
11	42800001	42850000	p	11p	p12
11	42850001	42900000	p	11p	p12
11	42900001	42950000	p	11p	p12
11	42950001	43000000	p	11p	p12
11	43000001	43050000	p	11p	p12
11	43050001	43100000	p	11p	p12
11	43100001	43150000	p	11p	p12
11	43150001	43200000	p	11p	p12
11	43200001	43250000	p	11p	p12
11	43250001	43300000	p	11p	p12
11	43300001	43350000	p	11p	p12
11	43350001	43400000	p	11p	p12
11	43400001	43450000	p	11p	p11.2
11	43450001	43500000	p	11p	p11.2
11	43500001	43550000	p	11p	p11.2
11	43550001	43600000	p	11p	p11.2
11	43600001	43650000	p	11p	p11.2
11	43650001	43700000	p	11p	p11.2
11	43700001	43750000	p	11p	p11.2
11	43750001	43800000	p	11p	p11.2
11	43800001	43850000	p	11p	p11.2
11	43850001	43900000	p	11p	p11.2
11	43900001	43950000	p	11p	p11.2
11	43950001	44000000	p	11p	p11.2
11	44000001	44050000	p	11p	p11.2
11	44050001	44100000	p	11p	p11.2
11	44100001	44150000	p	11p	p11.2
11	44150001	44200000	p	11p	p11.2
11	44200001	44250000	p	11p	p11.2
11	44250001	44300000	p	11p	p11.2
11	44300001	44350000	p	11p	p11.2
11	44350001	44400000	p	11p	p11.2
11	44400001	44450000	p	11p	p11.2
11	44450001	44500000	p	11p	p11.2
11	44500001	44550000	p	11p	p11.2
11	44550001	44600000	p	11p	p11.2
11	44600001	44650000	p	11p	p11.2
11	44650001	44700000	p	11p	p11.2
11	44700001	44750000	p	11p	p11.2
11	44750001	44800000	p	11p	p11.2
11	44800001	44850000	p	11p	p11.2
11	44850001	44900000	p	11p	p11.2
11	44900001	44950000	p	11p	p11.2
11	44950001	45000000	p	11p	p11.2
11	45000001	45050000	p	11p	p11.2
11	45050001	45100000	p	11p	p11.2
11	45100001	45150000	p	11p	p11.2
11	45150001	45200000	p	11p	p11.2
11	45200001	45250000	p	11p	p11.2
11	45250001	45300000	p	11p	p11.2
11	45300001	45350000	p	11p	p11.2
11	45350001	45400000	p	11p	p11.2
11	45400001	45450000	p	11p	p11.2
11	45450001	45500000	p	11p	p11.2
11	45500001	45550000	p	11p	p11.2
11	45550001	45600000	p	11p	p11.2
11	45600001	45650000	p	11p	p11.2
11	45650001	45700000	p	11p	p11.2
11	45700001	45750000	p	11p	p11.2
11	45750001	45800000	p	11p	p11.2
11	45800001	45850000	p	11p	p11.2
11	45850001	45900000	p	11p	p11.2
11	45900001	45950000	p	11p	p11.2
11	45950001	46000000	p	11p	p11.2
11	46000001	46050000	p	11p	p11.2
11	46050001	46100000	p	11p	p11.2
11	46100001	46150000	p	11p	p11.2
11	46150001	46200000	p	11p	p11.2
11	46200001	46250000	p	11p	p11.2
11	46250001	46300000	p	11p	p11.2
11	46300001	46350000	p	11p	p11.2
11	46350001	46400000	p	11p	p11.2
11	46400001	46450000	p	11p	p11.2
11	46450001	46500000	p	11p	p11.2
11	46500001	46550000	p	11p	p11.2
11	46550001	46600000	p	11p	p11.2
11	46600001	46650000	p	11p	p11.2
11	46650001	46700000	p	11p	p11.2
11	46700001	46750000	p	11p	p11.2
11	46750001	46800000	p	11p	p11.2
11	46800001	46850000	p	11p	p11.2
11	46850001	46900000	p	11p	p11.2
11	46900001	46950000	p	11p	p11.2
11	46950001	47000000	p	11p	p11.2
11	47000001	47050000	p	11p	p11.2
11	47050001	47100000	p	11p	p11.2
11	47100001	47150000	p	11p	p11.2
11	47150001	47200000	p	11p	p11.2
11	47200001	47250000	p	11p	p11.2
11	47250001	47300000	p	11p	p11.2
11	47300001	47350000	p	11p	p11.2
11	47350001	47400000	p	11p	p11.2
11	47400001	47450000	p	11p	p11.2
11	47450001	47500000	p	11p	p11.2
11	47500001	47550000	p	11p	p11.2
11	47550001	47600000	p	11p	p11.2
11	47600001	47650000	p	11p	p11.2
11	47650001	47700000	p	11p	p11.2
11	47700001	47750000	p	11p	p11.2
11	47750001	47800000	p	11p	p11.2
11	47800001	47850000	p	11p	p11.2
11	47850001	47900000	p	11p	p11.2
11	47900001	47950000	p	11p	p11.2
11	47950001	48000000	p	11p	p11.2
11	48000001	48050000	p	11p	p11.2
11	48050001	48100000	p	11p	p11.2
11	48100001	48150000	p	11p	p11.2
11	48150001	48200000	p	11p	p11.2
11	48200001	48250000	p	11p	p11.2
11	48250001	48300000	p	11p	p11.2
11	48300001	48350000	p	11p	p11.2
11	48350001	48400000	p	11p	p11.2
11	48400001	48450000	p	11p	p11.2
11	48450001	48500000	p	11p	p11.2
11	48500001	48550000	p	11p	p11.2
11	48550001	48600000	p	11p	p11.2
11	48600001	48650000	p	11p	p11.2
11	48650001	48700000	p	11p	p11.2
11	48700001	48750000	p	11p	p11.2
11	48750001	48800000	p	11p	p11.2
11	48800001	48850000	p	11p	p11.12
11	48850001	48900000	p	11p	p11.12
11	48900001	48950000	p	11p	p11.12
11	48950001	49000000	p	11p	p11.12
11	49000001	49050000	p	11p	p11.12
11	49050001	49100000	p	11p	p11.12
11	49100001	49150000	p	11p	p11.12
11	49150001	49200000	p	11p	p11.12
11	49200001	49250000	p	11p	p11.12
11	49250001	49300000	p	11p	p11.12
11	49300001	49350000	p	11p	p11.12
11	49350001	49400000	p	11p	p11.12
11	49400001	49450000	p	11p	p11.12
11	49450001	49500000	p	11p	p11.12
11	49500001	49550000	p	11p	p11.12
11	49550001	49600000	p	11p	p11.12
11	49600001	49650000	p	11p	p11.12
11	49650001	49700000	p	11p	p11.12
11	49700001	49750000	p	11p	p11.12
11	49750001	49800000	p	11p	p11.12
11	49800001	49850000	p	11p	p11.12
11	49850001	49900000	p	11p	p11.12
11	49900001	49950000	p	11p	p11.12
11	49950001	50000000	p	11p	p11.12
11	50000001	50050000	p	11p	p11.12
11	50050001	50100000	p	11p	p11.12
11	50100001	50150000	p	11p	p11.12
11	50150001	50200000	p	11p	p11.12
11	50200001	50250000	p	11p	p11.12
11	50250001	50300000	p	11p	p11.12
11	50300001	50350000	p	11p	p11.12
11	50350001	50400000	p	11p	p11.12
11	50400001	50450000	p	11p	p11.12
11	50450001	50500000	p	11p	p11.12
11	50500001	50550000	p	11p	p11.12
11	50550001	50600000	p	11p	p11.12
11	50600001	50650000	p	11p	p11.12
11	50650001	50700000	p	11p	p11.12
11	50700001	50750000	p	11p	p11.12
11	50750001	50800000	p	11p	p11.12
11	50800001	50850000	p	11p	p11.12
11	50850001	50900000	p	11p	p11.12
11	50900001	50950000	p	11p	p11.12
11	50950001	51000000	p	11p	p11.12
11	51000001	51050000	p	11p	p11.11
11	51050001	51100000	p	11p	p11.11
11	51100001	51150000	p	11p	p11.11
11	51150001	51200000	p	11p	p11.11
11	51200001	51250000	p	11p	p11.11
11	51250001	51300000	p	11p	p11.11
11	51300001	51350000	p	11p	p11.11
11	51350001	51400000	p	11p	p11.11
11	51400001	51450000	p	11p	p11.11
11	51450001	51500000	p	11p	p11.11
11	51500001	51550000	p	11p	p11.11
11	51550001	51600000	p	11p	p11.11
11	51600001	51650000	p	11p	p11.11
11	51650001	51700000	p	11p	p11.11
11	51700001	51750000	p	11p	p11.11
11	51750001	51800000	p	11p	p11.11
11	51800001	51850000	p	11p	p11.11
11	51850001	51900000	p	11p	p11.11
11	51900001	51950000	p	11p	p11.11
11	51950001	52000000	p	11p	p11.11
11	52000001	52050000	p	11p	p11.11
11	52050001	52100000	p	11p	p11.11
11	52100001	52150000	p	11p	p11.11
11	52150001	52200000	p	11p	p11.11
11	52200001	52250000	p	11p	p11.11
11	52250001	52300000	p	11p	p11.11
11	52300001	52350000	p	11p	p11.11
11	52350001	52400000	p	11p	p11.11
11	52400001	52450000	p	11p	p11.11
11	52450001	52500000	p	11p	p11.11
11	52500001	52550000	p	11p	p11.11
11	52550001	52600000	p	11p	p11.11
11	52600001	52650000	p	11p	p11.11
11	52650001	52700000	p	11p	p11.11
11	52700001	52750000	p	11p	p11.11
11	52750001	52800000	p	11p	p11.11
11	52800001	52850000	p	11p	p11.11
11	52850001	52900000	p	11p	p11.11
11	52900001	52950000	p	11p	p11.11
11	52950001	53000000	p	11p	p11.11
11	53000001	53050000	p	11p	p11.11
11	53050001	53100000	p	11p	p11.11
11	53100001	53150000	p	11p	p11.11
11	53150001	53200000	p	11p	p11.11
11	53200001	53250000	p	11p	p11.11
11	53250001	53300000	p	11p	p11.11
11	53300001	53350000	p	11p	p11.11
11	53350001	53400000	p	11p	p11.11
11	53400001	53450000	q	11q	q11
11	53450001	53500000	q	11q	q11
11	53500001	53550000	q	11q	q11
11	53550001	53600000	q	11q	q11
11	53600001	53650000	q	11q	q11
11	53650001	53700000	q	11q	q11
11	53700001	53750000	q	11q	q11
11	53750001	53800000	q	11q	q11
11	53800001	53850000	q	11q	q11
11	53850001	53900000	q	11q	q11
11	53900001	53950000	q	11q	q11
11	53950001	54000000	q	11q	q11
11	54000001	54050000	q	11q	q11
11	54050001	54100000	q	11q	q11
11	54100001	54150000	q	11q	q11
11	54150001	54200000	q	11q	q11
11	54200001	54250000	q	11q	q11
11	54250001	54300000	q	11q	q11
11	54300001	54350000	q	11q	q11
11	54350001	54400000	q	11q	q11
11	54400001	54450000	q	11q	q11
11	54450001	54500000	q	11q	q11
11	54500001	54550000	q	11q	q11
11	54550001	54600000	q	11q	q11
11	54600001	54650000	q	11q	q11
11	54650001	54700000	q	11q	q11
11	54700001	54750000	q	11q	q11
11	54750001	54800000	q	11q	q11
11	54800001	54850000	q	11q	q11
11	54850001	54900000	q	11q	q11
11	54900001	54950000	q	11q	q11
11	54950001	55000000	q	11q	q11
11	55000001	55050000	q	11q	q11
11	55050001	55100000	q	11q	q11
11	55100001	55150000	q	11q	q11
11	55150001	55200000	q	11q	q11
11	55200001	55250000	q	11q	q11
11	55250001	55300000	q	11q	q11
11	55300001	55350000	q	11q	q11
11	55350001	55400000	q	11q	q11
11	55400001	55450000	q	11q	q11
11	55450001	55500000	q	11q	q11
11	55500001	55550000	q	11q	q11
11	55550001	55600000	q	11q	q11
11	55600001	55650000	q	11q	q11
11	55650001	55700000	q	11q	q11
11	55700001	55750000	q	11q	q11
11	55750001	55800000	q	11q	q11
11	55800001	55850000	q	11q	q12.1
11	55850001	55900000	q	11q	q12.1
11	55900001	55950000	q	11q	q12.1
11	55950001	56000000	q	11q	q12.1
11	56000001	56050000	q	11q	q12.1
11	56050001	56100000	q	11q	q12.1
11	56100001	56150000	q	11q	q12.1
11	56150001	56200000	q	11q	q12.1
11	56200001	56250000	q	11q	q12.1
11	56250001	56300000	q	11q	q12.1
11	56300001	56350000	q	11q	q12.1
11	56350001	56400000	q	11q	q12.1
11	56400001	56450000	q	11q	q12.1
11	56450001	56500000	q	11q	q12.1
11	56500001	56550000	q	11q	q12.1
11	56550001	56600000	q	11q	q12.1
11	56600001	56650000	q	11q	q12.1
11	56650001	56700000	q	11q	q12.1
11	56700001	56750000	q	11q	q12.1
11	56750001	56800000	q	11q	q12.1
11	56800001	56850000	q	11q	q12.1
